Date,Country,State,Product_Category,Product_Name,Quantity,Base_Price_EUR,Discount_Percentage,Final_Price_EUR,Total_Sale_EUR,Order_ID,Dealer_ID,Warranty_Years,Payment_Terms,Delivery_Terms
22:50.5,India,Gujarat,Placing Equipment,Concrete Placing Boom,1,132998.1,13.74,114727.47,114727.47,ORD-202202-5049,DEL-447,3,90 Days,EXW
31:38.1,Germany,Baden-Württemberg,Special Equipment,Sludge Pump,1,47013.45,2.59,45794.43,45794.43,ORD-202202-9242,DEL-989,5,Immediate,EXW
40:25.8,Sweden,State 1,Concrete Pumps,Mobile Pump,1,304876.33,13.95,262357.64,262357.64,ORD-202202-5515,DEL-292,3,Immediate,FOB
49:13.5,Austria,State 3,Concrete Preparation,Concrete Batching Plant,3,197119.54,10.49,176445.44,529336.33,ORD-202202-2466,DEL-482,5,90 Days,DDP
58:01.1,Germany,Bavaria,Concrete Pumps,Stationary Pump BP350,2,89041.96,6.84,82952.34,165904.68,ORD-202202-4631,DEL-305,1,30 Days,FOB
06:48.8,France,State 2,Special Equipment,Foundation Equipment,2,219682.83,6.64,205090.08,410180.16,ORD-202202-7338,DEL-377,2,90 Days,CIF
15:36.5,Netherlands,State 3,Concrete Pumps,Stationary Pump BP1400,3,125639.31,13.46,108727.29,326181.87,ORD-202202-7840,DEL-996,1,60 Days,DDP
24:24.1,Netherlands,State 1,Concrete Pumps,Stationary Pump BP1800,1,190419.52,8.3,174618.75,174618.75,ORD-202202-2607,DEL-326,3,90 Days,CIF
33:11.8,China,Sichuan,Recycling Solutions,Washing Plant,1,138946.91,7.57,128423.17,128423.17,ORD-202202-6469,DEL-795,1,30 Days,DDP
41:59.5,USA,California,Recycling Solutions,Washing Plant,2,152707,10.5,136666.72,273333.45,ORD-202202-4132,DEL-138,3,30 Days,CIF
50:47.1,France,State 1,Placing Equipment,Separate Placing Boom,1,103553.86,10.65,92527.98,92527.98,ORD-202202-4288,DEL-433,5,Immediate,FOB
59:34.8,Sweden,State 2,Recycling Solutions,Washing Plant,2,115354.14,11.69,101863.67,203727.34,ORD-202202-1959,DEL-410,1,60 Days,DDP
08:22.5,Brazil,State 3,Recycling Solutions,Washing Plant,1,119270.5,2.66,116095.92,116095.92,ORD-202202-6453,DEL-168,3,90 Days,FOB
17:10.1,India,Delhi,Recycling Solutions,Recycling Plant,2,264026.75,8.7,241056.8,482113.6,ORD-202202-1579,DEL-375,5,Immediate,FOB
25:57.8,India,West Bengal,Recycling Solutions,Recycling Plant,3,210587.48,2.61,205095.57,615286.72,ORD-202202-6560,DEL-295,3,30 Days,EXW
34:45.4,Sweden,State 3,Recycling Solutions,Recycling Plant,1,228197.34,5.03,216725.16,216725.16,ORD-202202-7392,DEL-815,5,Immediate,CIF
43:33.1,USA,Texas,Recycling Solutions,Recycling Plant,3,237740.83,14.25,203867.87,611603.6,ORD-202202-9198,DEL-952,5,60 Days,CIF
52:20.8,UK,State 3,Concrete Pumps,Mobile Pump,1,253574.64,9.55,229356.93,229356.93,ORD-202202-2284,DEL-847,1,Immediate,EXW
01:08.4,Brazil,State 3,Placing Equipment,Separate Placing Boom,2,70356.94,11.88,61998.55,123997.1,ORD-202202-3233,DEL-445,2,90 Days,DDP
09:56.1,Brazil,State 2,Concrete Pumps,Stationary Pump BP1800,3,175892.99,0.19,175561.92,526685.77,ORD-202202-7335,DEL-655,5,90 Days,EXW
18:43.8,India,Telangana,Placing Equipment,Separate Placing Boom,1,74915.69,14.57,63999.01,63999.01,ORD-202202-2082,DEL-756,2,Immediate,DDP
27:31.4,USA,California,Recycling Solutions,Recycling Plant,3,236273.65,7.33,218961.91,656885.73,ORD-202202-4958,DEL-817,5,30 Days,DDP
36:19.1,China,Beijing,Recycling Solutions,Recycling Plant,1,237003.27,0.35,236174.61,236174.61,ORD-202202-4186,DEL-700,5,90 Days,DDP
45:06.8,China,Jiangsu,Concrete Pumps,Stationary Pump BP350,1,86833.16,11.81,76575.42,76575.42,ORD-202202-2207,DEL-497,5,Immediate,DDP
53:54.4,USA,Illinois,Special Equipment,Foundation Equipment,1,220209.72,12.12,193521.33,193521.33,ORD-202202-9525,DEL-492,3,Immediate,FOB
02:42.1,France,State 2,Placing Equipment,Concrete Placing Boom,2,122542.39,13.9,105509.73,211019.47,ORD-202202-5447,DEL-554,1,30 Days,DDP
11:29.7,India,Karnataka,Placing Equipment,Concrete Placing Boom,2,98504.16,2.28,96261.19,192522.38,ORD-202202-7387,DEL-625,3,Immediate,EXW
20:17.4,Austria,State 3,Concrete Preparation,Concrete Batching Plant,1,170488.98,7.24,158144.59,158144.59,ORD-202202-9592,DEL-126,5,Immediate,EXW
29:05.1,Germany,North Rhine-Westphalia,Recycling Solutions,Washing Plant,2,179745.96,9.02,163538.71,327077.42,ORD-202202-7866,DEL-888,3,90 Days,DDP
37:52.7,Netherlands,State 1,Special Equipment,Trenchless Equipment,1,129805.66,13.37,112454.76,112454.76,ORD-202202-9114,DEL-870,3,90 Days,FOB
46:40.4,India,Punjab,Concrete Preparation,Transit Mixer,2,92268.21,13.09,80188.36,160376.72,ORD-202202-1848,DEL-812,5,Immediate,FOB
55:28.1,Austria,State 2,Special Equipment,Sludge Pump,2,55165.63,4.98,52420.2,104840.39,ORD-202202-6948,DEL-553,2,Immediate,EXW
04:15.7,France,State 3,Concrete Pumps,Stationary Pump BP350,3,95431.09,2.3,93234.16,279702.47,ORD-202202-3516,DEL-767,5,Immediate,EXW
13:03.4,Sweden,State 3,Placing Equipment,Separate Placing Boom,3,79501.07,4.35,76043.47,228130.42,ORD-202202-8449,DEL-508,1,90 Days,EXW
21:51.1,USA,New York,Special Equipment,Trenchless Equipment,2,99460.79,14.12,85413.95,170827.9,ORD-202202-2512,DEL-746,1,Immediate,DDP
30:38.7,India,Karnataka,Special Equipment,Sludge Pump,3,57941.17,2.2,56668.22,170004.67,ORD-202202-8191,DEL-165,2,90 Days,FOB
39:26.4,China,Sichuan,Concrete Pumps,Stationary Pump BP1400,2,110548.8,4.61,105447.71,210895.42,ORD-202202-7580,DEL-885,2,Immediate,CIF
48:14.0,Austria,State 3,Concrete Pumps,Mobile Pump,2,245557.79,12.35,215234.09,430468.17,ORD-202202-8878,DEL-230,5,Immediate,DDP
57:01.7,Russia,State 3,Recycling Solutions,Washing Plant,2,116127.36,1.2,114736.77,229473.54,ORD-202202-5075,DEL-654,1,Immediate,EXW
05:49.4,Netherlands,State 3,Recycling Solutions,Recycling Plant,1,199843.82,1.41,197027.47,197027.47,ORD-202202-7292,DEL-392,2,Immediate,CIF
14:37.0,Germany,Hesse,Concrete Preparation,Transit Mixer,3,90198.94,7.55,83391.23,250173.68,ORD-202202-8452,DEL-499,3,Immediate,FOB
23:24.7,Austria,State 1,Recycling Solutions,Washing Plant,3,149286.01,9.05,135768.77,407306.3,ORD-202202-7634,DEL-612,1,30 Days,EXW
32:12.4,China,Beijing,Concrete Pumps,Stationary Pump BP1800,2,195448.99,0.9,193680.75,387361.49,ORD-202202-5807,DEL-614,5,30 Days,CIF
41:00.0,USA,Illinois,Placing Equipment,Concrete Placing Boom,2,120048.35,4.65,114466.36,228932.71,ORD-202202-1134,DEL-930,5,90 Days,CIF
49:47.7,USA,California,Concrete Preparation,Concrete Batching Plant,1,322986.6,1.06,319564.94,319564.94,ORD-202203-5128,DEL-956,3,Immediate,EXW
58:35.4,Russia,State 3,Recycling Solutions,Recycling Plant,1,214070.93,14.52,182994.19,182994.19,ORD-202203-6800,DEL-538,3,30 Days,EXW
07:23.0,France,State 1,Special Equipment,Foundation Equipment,2,176032.38,1.77,172914.1,345828.19,ORD-202203-4956,DEL-892,3,90 Days,EXW
16:10.7,Brazil,State 2,Concrete Pumps,Stationary Pump BP350,1,90131.74,9.48,81590.83,81590.83,ORD-202203-5831,DEL-829,1,Immediate,FOB
24:58.3,USA,New York,Recycling Solutions,Recycling Plant,1,328515.15,13.58,283917.1,283917.1,ORD-202203-6426,DEL-255,5,90 Days,EXW
33:46.0,Austria,State 2,Concrete Preparation,Transit Mixer,2,86721.76,3.9,83340.65,166681.31,ORD-202203-2339,DEL-284,3,90 Days,FOB
42:33.7,Germany,North Rhine-Westphalia,Special Equipment,Sludge Pump,2,59991.57,2.38,58562.93,117125.85,ORD-202203-6110,DEL-347,2,60 Days,FOB
51:21.3,India,West Bengal,Placing Equipment,Separate Placing Boom,3,122541.01,2.4,119603.74,358811.21,ORD-202203-8798,DEL-535,5,Immediate,DDP
00:09.0,Germany,Berlin,Special Equipment,Foundation Equipment,1,181446.84,13.95,156135.72,156135.72,ORD-202203-2003,DEL-868,2,90 Days,FOB
08:56.7,India,Maharashtra,Placing Equipment,Concrete Placing Boom,2,141033.99,5.71,132980.12,265960.24,ORD-202203-6255,DEL-156,5,Immediate,FOB
17:44.3,USA,New York,Recycling Solutions,Washing Plant,3,145439.18,6.87,135443.6,406330.8,ORD-202203-5306,DEL-197,5,90 Days,EXW
26:32.0,Austria,State 3,Placing Equipment,Separate Placing Boom,2,103528.74,1.64,101831.04,203662.07,ORD-202203-6463,DEL-504,5,60 Days,DDP
35:19.7,Brazil,State 2,Special Equipment,Trenchless Equipment,3,174833.12,9.6,158056.76,474170.27,ORD-202203-3504,DEL-282,1,Immediate,CIF
44:07.3,USA,New York,Special Equipment,Trenchless Equipment,1,187755.19,0.41,186990.77,186990.77,ORD-202203-7927,DEL-381,3,30 Days,DDP
52:55.0,Australia,State 1,Special Equipment,Foundation Equipment,1,223265.66,12.53,195282.21,195282.21,ORD-202203-4605,DEL-777,1,30 Days,EXW
01:42.7,Germany,Bavaria,Recycling Solutions,Recycling Plant,3,242084.91,8.43,221675.9,665027.71,ORD-202203-5101,DEL-514,1,90 Days,DDP
10:30.3,India,Delhi,Concrete Pumps,Stationary Pump BP350,2,127407.86,10.61,113890.69,227781.38,ORD-202203-9634,DEL-324,3,90 Days,DDP
19:18.0,Brazil,State 3,Recycling Solutions,Recycling Plant,3,203990.4,3.48,196892.01,590676.04,ORD-202203-6590,DEL-845,3,Immediate,FOB
28:05.6,Germany,North Rhine-Westphalia,Placing Equipment,Concrete Placing Boom,3,146645.34,14.11,125948.55,377845.66,ORD-202203-4944,DEL-521,5,60 Days,EXW
36:53.3,Germany,Berlin,Placing Equipment,Concrete Placing Boom,2,120627.23,6.09,113283.78,226567.56,ORD-202203-4252,DEL-381,3,60 Days,CIF
45:41.0,Austria,State 1,Special Equipment,Foundation Equipment,3,272202.54,5.56,257058.28,771174.85,ORD-202203-2237,DEL-360,1,Immediate,FOB
54:28.6,Australia,State 1,Placing Equipment,Concrete Placing Boom,3,145742.38,11.01,129699.2,389097.59,ORD-202203-5114,DEL-307,2,30 Days,CIF
03:16.3,USA,California,Recycling Solutions,Recycling Plant,3,274724.6,12.35,240793.55,722380.66,ORD-202203-3727,DEL-882,1,60 Days,DDP
12:04.0,Brazil,State 2,Recycling Solutions,Washing Plant,1,146146.03,7.92,134565.24,134565.24,ORD-202203-2355,DEL-984,1,30 Days,EXW
20:51.6,India,Delhi,Concrete Preparation,Concrete Batching Plant,3,191207.29,2.17,187052.03,561156.08,ORD-202203-4454,DEL-508,2,60 Days,CIF
29:39.3,Australia,State 1,Concrete Pumps,Stationary Pump BP1800,2,207604.56,0.12,207355.76,414711.53,ORD-202203-2813,DEL-394,3,60 Days,FOB
38:27.0,USA,New York,Special Equipment,Trenchless Equipment,2,154507.88,13.11,134256.54,268513.08,ORD-202203-9454,DEL-914,3,30 Days,FOB
47:14.6,Russia,State 3,Placing Equipment,Separate Placing Boom,1,124298.51,4.96,118135.1,118135.1,ORD-202203-1268,DEL-700,3,90 Days,DDP
56:02.3,UK,State 3,Concrete Pumps,Stationary Pump BP1800,1,183508.08,9.09,166825.04,166825.04,ORD-202203-1938,DEL-738,3,90 Days,DDP
04:49.9,China,Shanghai,Recycling Solutions,Washing Plant,1,151871.71,6.49,142017.32,142017.32,ORD-202203-4053,DEL-696,2,30 Days,CIF
13:37.6,Russia,State 2,Special Equipment,Sludge Pump,2,80915.87,13.55,69955.23,139910.47,ORD-202203-4979,DEL-521,5,30 Days,DDP
22:25.3,India,Delhi,Concrete Preparation,Transit Mixer,3,119089.4,7.46,110205.37,330616.11,ORD-202203-9083,DEL-362,2,60 Days,DDP
31:12.9,USA,New York,Recycling Solutions,Washing Plant,2,166015.6,2.94,161137.3,322274.6,ORD-202203-1880,DEL-269,2,90 Days,EXW
40:00.6,UK,State 1,Recycling Solutions,Recycling Plant,3,267584.45,0.09,267333.49,802000.48,ORD-202203-1732,DEL-498,2,90 Days,FOB
48:48.3,Germany,Baden-Württemberg,Recycling Solutions,Washing Plant,2,146089.94,1.48,143933.12,287866.25,ORD-202203-9586,DEL-835,1,90 Days,DDP
57:35.9,Germany,Hesse,Concrete Pumps,Stationary Pump BP350,1,106424.33,9.3,96524.15,96524.15,ORD-202203-7765,DEL-532,5,30 Days,DDP
06:23.6,Sweden,State 1,Recycling Solutions,Recycling Plant,1,270465.61,8.88,246459.34,246459.34,ORD-202203-3188,DEL-983,2,Immediate,EXW
15:11.3,France,State 3,Concrete Preparation,Transit Mixer,2,130550.84,2.28,127571.08,255142.16,ORD-202203-6751,DEL-598,5,90 Days,DDP
23:58.9,Russia,State 3,Concrete Pumps,Stationary Pump BP1800,3,190668,0.54,189631.56,568894.69,ORD-202203-8517,DEL-596,3,90 Days,FOB
32:46.6,Brazil,State 1,Concrete Pumps,Mobile Pump,2,365798.53,3.3,353721.18,707442.37,ORD-202203-4776,DEL-926,2,60 Days,DDP
41:34.2,USA,New York,Concrete Pumps,Stationary Pump BP1800,1,233487.08,14.34,200011.64,200011.64,ORD-202203-7053,DEL-444,2,30 Days,FOB
50:21.9,France,State 2,Special Equipment,Trenchless Equipment,3,181148.28,14.24,155358.4,466075.19,ORD-202203-7455,DEL-706,1,60 Days,FOB
59:09.6,Germany,Hesse,Concrete Preparation,Concrete Batching Plant,2,205811.64,8.09,189156.95,378313.9,ORD-202203-9337,DEL-132,3,30 Days,CIF
07:57.2,Russia,State 2,Concrete Preparation,Transit Mixer,2,107453.53,14.21,92181.15,184362.3,ORD-202203-7610,DEL-401,3,90 Days,DDP
16:44.9,Germany,Berlin,Concrete Pumps,Mobile Pump,1,233897.2,9.56,211532.04,211532.04,ORD-202203-6431,DEL-902,2,30 Days,DDP
25:32.6,Germany,Hesse,Concrete Pumps,Stationary Pump BP350,2,94784.49,14.81,80749.94,161499.88,ORD-202203-7639,DEL-287,2,Immediate,FOB
34:20.2,Germany,Berlin,Recycling Solutions,Washing Plant,2,202495.56,13.85,174457.75,348915.49,ORD-202203-7974,DEL-586,3,90 Days,CIF
43:07.9,India,Delhi,Concrete Preparation,Transit Mixer,3,119933.43,1.27,118408.99,355226.96,ORD-202203-5194,DEL-337,2,30 Days,DDP
51:55.6,Austria,State 3,Recycling Solutions,Recycling Plant,1,328716.72,5.97,309097.59,309097.59,ORD-202203-5069,DEL-699,5,30 Days,FOB
00:43.2,India,Delhi,Special Equipment,Foundation Equipment,3,200980.9,13.32,174209.4,522628.2,ORD-202203-9951,DEL-613,3,30 Days,DDP
09:30.9,USA,Texas,Special Equipment,Trenchless Equipment,2,170884.17,8.64,156111.95,312223.89,ORD-202203-9728,DEL-268,1,30 Days,FOB
18:18.5,India,Tamil Nadu,Concrete Preparation,Concrete Batching Plant,1,227394.6,0.47,226334.59,226334.59,ORD-202203-1624,DEL-928,2,90 Days,FOB
27:06.2,USA,Texas,Placing Equipment,Concrete Placing Boom,3,158455.57,5.92,149067.78,447203.35,ORD-202203-7649,DEL-322,5,90 Days,DDP
35:53.9,China,Beijing,Concrete Preparation,Concrete Batching Plant,3,253318.54,6.19,237630.84,712892.53,ORD-202203-5098,DEL-626,2,30 Days,EXW
44:41.5,Austria,State 2,Concrete Pumps,Stationary Pump BP1400,3,148156.96,12.86,129099.98,387299.95,ORD-202203-1707,DEL-560,3,30 Days,DDP
53:29.2,Sweden,State 3,Concrete Pumps,Stationary Pump BP350,2,90514.75,5.42,85604.82,171209.65,ORD-202203-8711,DEL-107,2,60 Days,CIF
02:16.9,India,Punjab,Placing Equipment,Separate Placing Boom,2,101056.86,10.48,90468.55,180937.09,ORD-202203-2612,DEL-313,1,60 Days,EXW
11:04.5,Brazil,State 1,Recycling Solutions,Recycling Plant,1,259040.4,10.84,230967.73,230967.73,ORD-202204-8442,DEL-263,5,Immediate,EXW
19:52.2,USA,Florida,Special Equipment,Foundation Equipment,2,183688.15,0.05,183603.95,367207.9,ORD-202204-3703,DEL-738,1,Immediate,FOB
28:39.9,India,Telangana,Recycling Solutions,Washing Plant,3,185525,14.05,159460.79,478382.38,ORD-202204-4259,DEL-909,2,60 Days,EXW
37:27.5,India,Telangana,Concrete Pumps,Stationary Pump BP1400,3,196841.61,13.94,169400.93,508202.79,ORD-202204-2196,DEL-418,2,90 Days,DDP
46:15.2,Germany,Berlin,Special Equipment,Trenchless Equipment,1,180256.45,10.42,161469.76,161469.76,ORD-202204-6649,DEL-375,5,60 Days,CIF
55:02.9,Brazil,State 3,Special Equipment,Foundation Equipment,1,199292.81,14.23,170926.78,170926.78,ORD-202204-9442,DEL-555,5,60 Days,DDP
03:50.5,India,Tamil Nadu,Placing Equipment,Concrete Placing Boom,3,141094.1,10.14,126786.3,380358.9,ORD-202204-6620,DEL-539,1,60 Days,FOB
