Date,Country,State,Product_Category,Product_Name,Quantity,Base_Price_EUR,Discount_Percentage,Final_Price_EUR,Total_Sale_EUR,Order_ID,Dealer_ID,Warranty_Years,Payment_Terms,Delivery_Terms
2022-01-08 02:54:19.629814907,France,State 3,Special Equipment,Foundation Equipment,3,165926.74,3.02,160922.35,482767.06,ORD-202201-7866,DEL-545,2,60 Days,FOB
2022-01-08 16:03:07.293646823,Russia,State 3,Concrete Preparation,Transit Mixer,1,71601.86,14.77,61025.48,61025.48,ORD-202201-1575,DEL-214,5,60 Days,EXW
2022-01-09 05:11:54.957478739,India,Tamil Nadu,Concrete Pumps,Stationary Pump BP1800,1,140782.94,0.13,140602.46,140602.46,ORD-202201-8184,DEL-646,2,90 Days,DDP
2022-01-09 18:20:42.621310655,Austria,State 3,Concrete Pumps,Stationary Pump BP1800,1,193261.44,3.92,185690.89,185690.89,ORD-202201-7787,DEL-634,2,30 Days,FOB
2022-01-10 07:29:30.285142571,Netherlands,State 3,Special Equipment,Foundation Equipment,3,169051.92,2.92,164110.01,492330.04,ORD-202201-2993,DEL-469,1,30 Days,FOB
2022-01-10 20:38:17.948974487,France,State 3,Concrete Pumps,Stationary Pump BP350,3,77128.02,8.72,70399.23,211197.69,ORD-202201-4202,DEL-401,1,60 Days,CIF
2022-01-11 09:47:05.612806403,Russia,State 2,Placing Equipment,Separate Placing Boom,1,65403.18,13.65,56477.87,56477.87,ORD-202201-1448,DEL-748,5,60 Days,CIF
2022-01-11 22:55:53.276638319,Netherlands,State 1,Placing Equipment,Concrete Placing Boom,1,93380.75,12.35,81848.76,81848.76,ORD-202201-9962,DEL-634,1,60 Days,EXW
2022-01-12 12:04:40.940470235,Sweden,State 2,Recycling Solutions,Recycling Plant,1,214509.5,1.97,210279.88,210279.88,ORD-202201-6974,DEL-744,5,Immediate,CIF
2022-01-13 01:13:28.604302151,Germany,Berlin,Concrete Preparation,Concrete Batching Plant,2,149517.6,14.51,127815.64,255631.28,ORD-202201-6670,DEL-800,1,30 Days,DDP
2022-01-13 14:22:16.268134067,Brazil,State 1,Special Equipment,Sludge Pump,3,64549.8,10.51,57767.92,173303.77,ORD-202201-7316,DEL-723,3,90 Days,DDP
2022-01-14 03:31:03.931965983,Russia,State 2,Recycling Solutions,Recycling Plant,2,262444.69,4.7,250114.66,500229.31,ORD-202201-5042,DEL-409,3,90 Days,FOB
2022-01-14 16:39:51.595797899,Germany,Bavaria,Special Equipment,Foundation Equipment,2,224382.0,3.87,215703.19,431406.38,ORD-202201-5415,DEL-153,1,90 Days,CIF
2022-01-15 05:48:39.259629815,Austria,State 2,Special Equipment,Foundation Equipment,1,200933.74,1.73,197458.5,197458.5,ORD-202201-6042,DEL-352,5,30 Days,FOB
2022-01-15 18:57:26.923461731,UK,State 2,Concrete Preparation,Transit Mixer,3,93867.04,12.71,81936.02,245808.06,ORD-202201-4572,DEL-651,5,30 Days,DDP
2022-01-16 08:06:14.587293647,Australia,State 1,Recycling Solutions,Washing Plant,3,138334.58,6.41,129469.88,388409.64,ORD-202201-3694,DEL-567,2,90 Days,CIF
2022-01-16 21:15:02.251125562,India,Karnataka,Placing Equipment,Concrete Placing Boom,2,125956.19,1.31,124304.05,248608.09,ORD-202201-1423,DEL-939,5,60 Days,DDP
2022-01-17 10:23:49.914957478,Netherlands,State 1,Concrete Pumps,Stationary Pump BP350,1,86692.06,2.46,84561.93,84561.93,ORD-202201-9934,DEL-421,3,60 Days,FOB
2022-01-17 23:32:37.578789394,France,State 1,Placing Equipment,Concrete Placing Boom,3,117268.04,5.77,110505.68,331517.05,ORD-202201-3482,DEL-460,5,Immediate,FOB
2022-01-18 12:41:25.242621310,Austria,State 3,Special Equipment,Foundation Equipment,3,200662.35,6.41,187802.11,563406.34,ORD-202201-7668,DEL-757,5,90 Days,FOB
2022-01-19 01:50:12.906453226,India,Tamil Nadu,Recycling Solutions,Washing Plant,3,120132.94,6.92,111821.6,335464.79,ORD-202201-2842,DEL-604,2,60 Days,DDP
2022-01-19 14:59:00.570285142,Austria,State 1,Recycling Solutions,Washing Plant,1,135510.84,13.96,116598.56,116598.56,ORD-202201-7527,DEL-176,3,90 Days,FOB
2022-01-20 04:07:48.234117058,Netherlands,State 1,Recycling Solutions,Recycling Plant,2,232149.72,9.12,210984.44,421968.88,ORD-202201-9621,DEL-606,2,30 Days,EXW
2022-01-20 17:16:35.897948974,Brazil,State 3,Special Equipment,Foundation Equipment,1,201547.89,11.8,177761.42,177761.42,ORD-202201-2613,DEL-631,1,Immediate,DDP
2022-01-21 06:25:23.561780890,Netherlands,State 1,Placing Equipment,Concrete Placing Boom,3,100788.91,14.0,86678.73,260036.19,ORD-202201-7894,DEL-192,3,90 Days,FOB
2022-01-21 19:34:11.225612806,USA,Illinois,Special Equipment,Trenchless Equipment,1,148791.64,11.91,131069.44,131069.44,ORD-202201-5767,DEL-151,2,30 Days,CIF
2022-01-22 08:42:58.889444722,Austria,State 1,Special Equipment,Trenchless Equipment,2,100056.93,9.5,90552.44,181104.88,ORD-202201-2552,DEL-382,5,90 Days,FOB
2022-01-22 21:51:46.553276638,Germany,Bavaria,Placing Equipment,Concrete Placing Boom,2,127448.93,2.01,124891.4,249782.8,ORD-202201-6650,DEL-361,3,Immediate,FOB
2022-01-23 11:00:34.217108554,UK,State 2,Concrete Preparation,Transit Mixer,3,71177.41,7.87,65573.51,196720.52,ORD-202201-1976,DEL-831,2,60 Days,CIF
2022-01-24 00:09:21.880940470,Germany,Hesse,Concrete Preparation,Concrete Batching Plant,2,266492.16,8.69,243338.98,486677.97,ORD-202201-9918,DEL-273,1,60 Days,CIF
2022-01-24 13:18:09.544772386,India,Kerala,Placing Equipment,Concrete Placing Boom,1,91718.17,5.76,86432.5,86432.5,ORD-202201-5458,DEL-621,1,60 Days,CIF
2022-01-25 02:26:57.208604302,Brazil,State 2,Placing Equipment,Separate Placing Boom,1,106134.49,13.7,91594.67,91594.67,ORD-202201-8996,DEL-159,3,60 Days,FOB
2022-01-25 15:35:44.872436218,Russia,State 3,Special Equipment,Trenchless Equipment,2,96133.51,7.21,89205.66,178411.32,ORD-202201-4537,DEL-211,1,30 Days,FOB
2022-01-26 04:44:32.536268134,USA,Illinois,Special Equipment,Sludge Pump,3,70657.83,2.04,69215.67,207647.0,ORD-202201-7601,DEL-209,5,90 Days,DDP
2022-01-26 17:53:20.200100050,Netherlands,State 2,Recycling Solutions,Washing Plant,2,177194.44,1.56,174427.17,348854.33,ORD-202201-7196,DEL-384,1,60 Days,FOB
2022-01-27 07:02:07.863931966,USA,Texas,Recycling Solutions,Washing Plant,2,136103.54,8.09,125095.11,250190.23,ORD-202201-7363,DEL-515,2,90 Days,CIF
2022-01-27 20:10:55.527763882,China,Shanghai,Concrete Pumps,Stationary Pump BP1400,1,158217.12,4.38,151292.67,151292.67,ORD-202201-3091,DEL-655,1,Immediate,EXW
2022-01-28 09:19:43.191595798,Austria,State 3,Placing Equipment,Separate Placing Boom,1,101341.77,6.87,94377.82,94377.82,ORD-202201-4758,DEL-426,3,90 Days,DDP
2022-01-28 22:28:30.855427714,Netherlands,State 3,Recycling Solutions,Recycling Plant,3,219327.72,11.33,194487.14,583461.41,ORD-202201-5956,DEL-351,1,90 Days,DDP
2022-01-29 11:37:18.519259630,Germany,Bavaria,Placing Equipment,Separate Placing Boom,1,75318.77,7.25,69856.15,69856.15,ORD-202201-5029,DEL-667,5,60 Days,EXW
2022-01-30 00:46:06.183091546,Germany,Baden-Württemberg,Concrete Pumps,Mobile Pump,1,286216.0,7.05,266044.01,266044.01,ORD-202201-5454,DEL-938,1,60 Days,DDP
2022-01-30 13:54:53.846923462,India,Telangana,Concrete Pumps,Stationary Pump BP1800,2,147318.62,1.49,145125.96,290251.91,ORD-202201-3776,DEL-991,3,30 Days,DDP
2022-01-31 03:03:41.510755378,Sweden,State 2,Recycling Solutions,Washing Plant,3,173739.85,8.36,159217.56,477652.67,ORD-202201-3041,DEL-135,5,90 Days,EXW
2022-01-31 16:12:29.174587294,Netherlands,State 2,Recycling Solutions,Washing Plant,2,108784.64,3.15,105359.01,210718.02,ORD-202201-7325,DEL-347,2,60 Days,EXW
2022-02-01 05:21:16.838419210,Russia,State 3,Concrete Preparation,Transit Mixer,2,93960.55,5.61,88692.7,177385.39,ORD-202202-1625,DEL-123,2,Immediate,DDP
2022-02-01 18:30:04.502251125,India,Kerala,Recycling Solutions,Recycling Plant,1,217399.01,9.95,195761.34,195761.34,ORD-202202-7033,DEL-214,5,90 Days,CIF
2022-02-02 07:38:52.166083041,USA,Florida,Concrete Preparation,Transit Mixer,1,79179.18,10.67,70729.81,70729.81,ORD-202202-1641,DEL-940,5,60 Days,FOB
2022-02-02 20:47:39.829914957,Netherlands,State 3,Special Equipment,Foundation Equipment,1,161406.62,1.91,158328.58,158328.58,ORD-202202-3374,DEL-635,3,30 Days,DDP
2022-02-03 09:56:27.493746873,Netherlands,State 1,Concrete Pumps,Stationary Pump BP1800,1,142502.34,6.04,133892.27,133892.27,ORD-202202-1848,DEL-246,2,Immediate,EXW
2022-02-03 23:05:15.157578789,Netherlands,State 1,Placing Equipment,Separate Placing Boom,3,77424.45,10.63,69194.66,207583.98,ORD-202202-3358,DEL-710,5,Immediate,FOB
2022-02-04 12:14:02.821410705,India,Gujarat,Placing Equipment,Concrete Placing Boom,3,86233.4,5.65,81361.19,244083.57,ORD-202202-8675,DEL-716,5,Immediate,FOB
2022-02-05 01:22:50.485242621,India,West Bengal,Recycling Solutions,Washing Plant,2,142078.66,3.69,136842.16,273684.33,ORD-202202-8729,DEL-277,1,90 Days,DDP
2022-02-05 14:31:38.149074537,Germany,Berlin,Concrete Preparation,Transit Mixer,2,71100.12,11.11,63197.88,126395.77,ORD-202202-2048,DEL-380,1,60 Days,DDP
2022-02-06 03:40:25.812906453,India,Karnataka,Recycling Solutions,Recycling Plant,3,180047.08,14.64,153695.54,461086.63,ORD-202202-5067,DEL-649,2,30 Days,FOB
2022-02-06 16:49:13.476738369,France,State 3,Special Equipment,Sludge Pump,3,70885.84,3.27,68565.65,205696.95,ORD-202202-4215,DEL-370,3,30 Days,DDP
2022-02-07 05:58:01.140570285,India,Karnataka,Concrete Preparation,Transit Mixer,2,95166.59,13.78,82055.27,164110.55,ORD-202202-4168,DEL-556,3,30 Days,DDP
2022-02-07 19:06:48.804402201,Australia,State 1,Placing Equipment,Separate Placing Boom,3,64963.65,7.73,59942.0,179825.99,ORD-202202-5219,DEL-698,2,Immediate,CIF
2022-02-08 08:15:36.468234117,Brazil,State 3,Recycling Solutions,Washing Plant,3,160629.18,0.25,160220.07,480660.22,ORD-202202-5673,DEL-627,2,Immediate,EXW
2022-02-08 21:24:24.132066033,France,State 1,Concrete Preparation,Concrete Batching Plant,3,194739.69,8.14,178895.84,536687.51,ORD-202202-3508,DEL-378,2,Immediate,DDP
2022-02-09 10:33:11.795897949,China,Shanghai,Concrete Preparation,Transit Mixer,3,93241.41,12.89,81224.19,243672.56,ORD-202202-3141,DEL-447,1,90 Days,FOB
2022-02-09 23:41:59.459729865,Sweden,State 2,Recycling Solutions,Recycling Plant,2,236109.62,7.47,218467.2,436934.4,ORD-202202-3377,DEL-720,1,60 Days,EXW
2022-02-10 12:50:47.123561781,Australia,State 1,Concrete Pumps,Stationary Pump BP350,2,96840.34,0.99,95883.95,191767.9,ORD-202202-5448,DEL-807,3,30 Days,CIF
2022-02-11 01:59:34.787393697,USA,Illinois,Concrete Preparation,Transit Mixer,2,80529.67,0.83,79863.0,159725.99,ORD-202202-6337,DEL-381,2,60 Days,EXW
2022-02-11 15:08:22.451225613,Australia,State 2,Concrete Pumps,Stationary Pump BP1800,1,155647.28,10.23,139729.26,139729.26,ORD-202202-7202,DEL-320,2,30 Days,DDP
2022-02-12 04:17:10.115057529,USA,Texas,Concrete Pumps,Stationary Pump BP350,3,73541.73,13.09,63918.55,191755.65,ORD-202202-5864,DEL-749,2,60 Days,CIF
2022-02-12 17:25:57.778889445,Austria,State 3,Concrete Preparation,Concrete Batching Plant,3,248687.03,12.9,216601.69,649805.07,ORD-202202-5818,DEL-337,2,90 Days,EXW
2022-02-13 06:34:45.442721361,Russia,State 2,Placing Equipment,Concrete Placing Boom,2,111207.36,13.15,96579.48,193158.96,ORD-202202-7928,DEL-426,3,30 Days,CIF
2022-02-13 19:43:33.106553277,Sweden,State 2,Special Equipment,Trenchless Equipment,3,110313.32,12.32,96723.45,290170.36,ORD-202202-8934,DEL-163,5,Immediate,DDP
2022-02-14 08:52:20.770385193,India,Gujarat,Placing Equipment,Concrete Placing Boom,1,94540.82,6.84,88075.46,88075.46,ORD-202202-3433,DEL-450,2,60 Days,CIF
2022-02-14 22:01:08.434217109,India,Telangana,Placing Equipment,Concrete Placing Boom,2,106429.22,8.65,97227.31,194454.62,ORD-202202-5217,DEL-468,1,90 Days,DDP
2022-02-15 11:09:56.098049025,UK,State 3,Placing Equipment,Concrete Placing Boom,3,100241.27,2.94,97290.38,291871.15,ORD-202202-1715,DEL-954,3,90 Days,EXW
2022-02-16 00:18:43.761880940,China,Guangdong,Special Equipment,Foundation Equipment,2,185983.51,13.4,161057.42,322114.84,ORD-202202-5616,DEL-715,2,90 Days,DDP
2022-02-16 13:27:31.425712856,Russia,State 3,Concrete Preparation,Concrete Batching Plant,1,244039.34,7.31,226195.83,226195.83,ORD-202202-8895,DEL-147,5,Immediate,DDP
2022-02-17 02:36:19.089544772,Germany,Hesse,Recycling Solutions,Washing Plant,3,116124.23,5.31,109955.96,329867.89,ORD-202202-5079,DEL-367,2,30 Days,EXW
2022-02-17 15:45:06.753376688,Sweden,State 1,Concrete Pumps,Stationary Pump BP1400,1,143591.7,10.63,128329.76,128329.76,ORD-202202-8465,DEL-804,2,Immediate,FOB
2022-02-18 04:53:54.417208604,Germany,Bavaria,Concrete Preparation,Transit Mixer,3,84038.78,5.65,79292.59,237877.76,ORD-202202-8580,DEL-609,5,90 Days,EXW
2022-02-18 18:02:42.081040520,France,State 1,Special Equipment,Foundation Equipment,3,201444.61,11.27,178740.45,536221.35,ORD-202202-1606,DEL-962,5,90 Days,FOB
2022-02-19 07:11:29.744872436,France,State 3,Recycling Solutions,Washing Plant,3,112845.66,4.83,107400.6,322201.81,ORD-202202-9266,DEL-494,1,30 Days,DDP
2022-02-19 20:20:17.408704352,Germany,Berlin,Concrete Pumps,Mobile Pump,1,231741.45,13.59,200257.51,200257.51,ORD-202202-3753,DEL-898,1,90 Days,DDP
2022-02-20 09:29:05.072536268,China,Jiangsu,Special Equipment,Foundation Equipment,1,156673.25,3.24,151600.3,151600.3,ORD-202202-6057,DEL-427,1,30 Days,DDP
2022-02-20 22:37:52.736368184,Germany,Bavaria,Concrete Pumps,Stationary Pump BP1800,2,139619.62,6.13,131067.72,262135.44,ORD-202202-4666,DEL-981,3,90 Days,EXW
2022-02-21 11:46:40.400200100,Brazil,State 3,Placing Equipment,Separate Placing Boom,2,100157.87,8.38,91764.7,183529.41,ORD-202202-1403,DEL-261,5,Immediate,DDP
2022-02-22 00:55:28.064032016,Russia,State 1,Placing Equipment,Concrete Placing Boom,3,133968.61,3.04,129891.42,389674.26,ORD-202202-5303,DEL-915,5,30 Days,DDP
2022-02-22 14:04:15.727863932,France,State 1,Concrete Preparation,Transit Mixer,2,81949.3,11.17,72793.59,145587.18,ORD-202202-2034,DEL-947,2,60 Days,EXW
2022-02-23 03:13:03.391695848,India,Delhi,Concrete Preparation,Transit Mixer,3,76774.07,4.92,72999.24,218997.72,ORD-202202-1389,DEL-426,3,90 Days,DDP
2022-02-23 16:21:51.055527764,USA,Illinois,Concrete Pumps,Mobile Pump,2,284910.71,14.75,242883.59,485767.17,ORD-202202-3573,DEL-477,1,60 Days,FOB
2022-02-24 05:30:38.719359680,Russia,State 1,Recycling Solutions,Recycling Plant,1,184047.9,10.9,163978.6,163978.6,ORD-202202-9921,DEL-981,3,30 Days,FOB
2022-02-24 18:39:26.383191596,India,Tamil Nadu,Concrete Pumps,Stationary Pump BP350,2,73991.82,0.86,73354.35,146708.71,ORD-202202-7041,DEL-584,2,30 Days,DDP
2022-02-25 07:48:14.047023512,Germany,Hesse,Concrete Pumps,Stationary Pump BP1400,3,157075.6,5.82,147927.47,443782.4,ORD-202202-8667,DEL-895,1,Immediate,DDP
2022-02-25 20:57:01.710855428,India,West Bengal,Recycling Solutions,Recycling Plant,2,210002.19,4.97,199563.98,399127.95,ORD-202202-7066,DEL-577,5,Immediate,CIF
2022-02-26 10:05:49.374687344,UK,State 1,Special Equipment,Trenchless Equipment,2,113600.76,8.72,103694.6,207389.19,ORD-202202-6170,DEL-938,5,30 Days,EXW
2022-02-26 23:14:37.038519260,Netherlands,State 3,Placing Equipment,Concrete Placing Boom,1,102466.04,0.84,101605.85,101605.85,ORD-202202-8660,DEL-126,1,30 Days,CIF
2022-02-27 12:23:24.702351176,UK,State 3,Recycling Solutions,Recycling Plant,3,219719.31,1.59,216231.1,648693.3,ORD-202202-7004,DEL-645,1,30 Days,DDP
2022-02-28 01:32:12.366183092,Brazil,State 2,Special Equipment,Sludge Pump,1,49954.82,7.7,46107.38,46107.38,ORD-202202-5288,DEL-197,1,30 Days,CIF
2022-02-28 14:41:00.030015008,UK,State 1,Concrete Preparation,Concrete Batching Plant,3,219427.68,5.02,208411.5,625234.51,ORD-202202-3972,DEL-695,1,60 Days,FOB
2022-03-01 03:49:47.693846924,UK,State 1,Concrete Pumps,Stationary Pump BP1800,3,181375.23,13.83,156300.02,468900.06,ORD-202203-2846,DEL-943,5,60 Days,DDP
2022-03-01 16:58:35.357678840,USA,Texas,Recycling Solutions,Washing Plant,3,132322.15,8.52,121049.14,363147.42,ORD-202203-9936,DEL-130,5,60 Days,DDP
2022-03-02 06:07:23.021510756,India,Punjab,Concrete Preparation,Concrete Batching Plant,2,212992.47,14.18,182780.49,365560.98,ORD-202203-4538,DEL-136,3,Immediate,EXW
2022-03-02 19:16:10.685342672,India,Tamil Nadu,Recycling Solutions,Recycling Plant,3,311737.22,9.02,283606.38,850819.15,ORD-202203-1724,DEL-227,3,Immediate,DDP
2022-03-03 08:24:58.349174588,Austria,State 2,Recycling Solutions,Recycling Plant,2,307654.37,1.76,302241.79,604483.58,ORD-202203-8739,DEL-708,3,30 Days,DDP
2022-03-03 21:33:46.013006504,Russia,State 1,Placing Equipment,Concrete Placing Boom,3,154635.09,0.7,153557.33,460671.98,ORD-202203-2614,DEL-115,2,90 Days,DDP
2022-03-04 10:42:33.676838420,Germany,Hesse,Placing Equipment,Separate Placing Boom,2,90164.51,8.95,82095.9,164191.79,ORD-202203-5249,DEL-814,5,Immediate,DDP
2022-03-04 23:51:21.340670336,India,West Bengal,Concrete Pumps,Stationary Pump BP1800,3,230211.75,3.35,222504.12,667512.37,ORD-202203-8466,DEL-525,3,Immediate,DDP
2022-03-05 13:00:09.004502251,Austria,State 2,Concrete Pumps,Stationary Pump BP1800,1,215647.95,12.98,187665.76,187665.76,ORD-202203-8531,DEL-541,3,Immediate,DDP
2022-03-06 02:08:56.668334167,India,Delhi,Placing Equipment,Concrete Placing Boom,1,114746.64,3.72,110480.33,110480.33,ORD-202203-7086,DEL-675,5,60 Days,EXW
2022-03-06 15:17:44.332166083,India,Delhi,Recycling Solutions,Recycling Plant,3,200516.42,14.04,172355.1,517065.3,ORD-202203-9785,DEL-395,3,30 Days,FOB
2022-03-07 04:26:31.995997999,Brazil,State 3,Placing Equipment,Separate Placing Boom,3,106098.03,12.31,93039.58,279118.75,ORD-202203-8412,DEL-797,3,Immediate,CIF
2022-03-07 17:35:19.659829915,Germany,Baden-Württemberg,Concrete Pumps,Mobile Pump,1,260408.05,3.48,251333.35,251333.35,ORD-202203-7991,DEL-441,3,Immediate,EXW
2022-03-08 06:44:07.323661831,UK,State 2,Recycling Solutions,Recycling Plant,3,216489.78,14.12,185915.2,557745.61,ORD-202203-2043,DEL-673,5,Immediate,EXW
2022-03-08 19:52:54.987493747,India,Telangana,Special Equipment,Foundation Equipment,3,222599.61,6.24,208711.85,626135.56,ORD-202203-9411,DEL-594,3,60 Days,FOB
2022-03-09 09:01:42.651325663,Austria,State 1,Placing Equipment,Concrete Placing Boom,1,157224.78,5.84,148044.76,148044.76,ORD-202203-6780,DEL-865,1,30 Days,FOB
2022-03-09 22:10:30.315157579,USA,Florida,Recycling Solutions,Recycling Plant,2,270532.12,3.72,260462.31,520924.62,ORD-202203-3396,DEL-345,1,60 Days,FOB
2022-03-10 11:19:17.978989495,Russia,State 2,Recycling Solutions,Recycling Plant,3,313246.74,8.32,287197.34,861592.02,ORD-202203-2137,DEL-139,1,90 Days,DDP
2022-03-11 00:28:05.642821411,Austria,State 3,Recycling Solutions,Washing Plant,1,207638.53,0.36,206898.11,206898.11,ORD-202203-5779,DEL-701,3,60 Days,FOB
2022-03-11 13:36:53.306653327,Russia,State 2,Recycling Solutions,Recycling Plant,2,323243.44,0.67,321091.76,642183.53,ORD-202203-9868,DEL-582,5,90 Days,FOB
2022-03-12 02:45:40.970485243,USA,Texas,Special Equipment,Foundation Equipment,2,178770.53,8.85,162949.58,325899.16,ORD-202203-2924,DEL-361,2,90 Days,CIF
2022-03-12 15:54:28.634317159,Russia,State 1,Concrete Pumps,Mobile Pump,3,381266.95,0.36,379880.66,1139641.98,ORD-202203-9506,DEL-803,5,60 Days,FOB
2022-03-13 05:03:16.298149075,Brazil,State 2,Recycling Solutions,Washing Plant,3,199570.37,13.9,171822.43,515467.29,ORD-202203-4658,DEL-833,1,60 Days,DDP
2022-03-13 18:12:03.961980991,China,Beijing,Concrete Preparation,Concrete Batching Plant,2,249747.02,1.97,244838.84,489677.69,ORD-202203-9333,DEL-947,3,90 Days,EXW
2022-03-14 07:20:51.625812907,USA,Texas,Concrete Pumps,Stationary Pump BP350,2,96781.99,0.13,96658.72,193317.44,ORD-202203-8029,DEL-633,3,30 Days,EXW
2022-03-14 20:29:39.289644823,Germany,North Rhine-Westphalia,Special Equipment,Foundation Equipment,2,220639.63,7.54,204001.58,408003.16,ORD-202203-8672,DEL-169,5,60 Days,DDP
2022-03-15 09:38:26.953476739,Russia,State 1,Concrete Preparation,Concrete Batching Plant,2,220559.08,12.4,193212.41,386424.81,ORD-202203-3458,DEL-718,1,30 Days,DDP
2022-03-15 22:47:14.617308655,India,Telangana,Special Equipment,Foundation Equipment,1,223360.09,12.41,195635.77,195635.77,ORD-202203-5907,DEL-884,1,60 Days,CIF
2022-03-16 11:56:02.281140571,Brazil,State 2,Concrete Preparation,Transit Mixer,3,120309.58,14.75,102558.39,307675.16,ORD-202203-7596,DEL-182,5,30 Days,DDP
2022-03-17 01:04:49.944972487,India,Kerala,Recycling Solutions,Washing Plant,3,190570.71,9.95,171605.33,514815.98,ORD-202203-5307,DEL-645,2,Immediate,FOB
2022-03-17 14:13:37.608804403,India,Telangana,Placing Equipment,Separate Placing Boom,2,83746.94,4.52,79961.96,159923.92,ORD-202203-9741,DEL-224,2,60 Days,FOB
2022-03-18 03:22:25.272636319,China,Guangdong,Placing Equipment,Concrete Placing Boom,3,153346.65,12.74,133815.18,401445.55,ORD-202203-9099,DEL-547,1,Immediate,DDP
2022-03-18 16:31:12.936468235,USA,Florida,Concrete Pumps,Stationary Pump BP1400,3,164633.44,14.37,140967.57,422902.72,ORD-202203-1263,DEL-141,3,30 Days,EXW
2022-03-19 05:40:00.600300150,Russia,State 2,Special Equipment,Foundation Equipment,2,215030.74,2.61,209413.81,418827.63,ORD-202203-2102,DEL-868,3,60 Days,EXW
2022-03-19 18:48:48.264132066,India,Karnataka,Concrete Preparation,Transit Mixer,1,129728.31,0.51,129070.57,129070.57,ORD-202203-2028,DEL-316,1,90 Days,CIF
2022-03-20 07:57:35.927963982,Brazil,State 2,Concrete Pumps,Stationary Pump BP1400,1,164404.92,4.04,157758.58,157758.58,ORD-202203-5243,DEL-622,5,90 Days,FOB
2022-03-20 21:06:23.591795898,Brazil,State 2,Concrete Pumps,Mobile Pump,3,273741.15,11.49,242301.92,726905.77,ORD-202203-7232,DEL-780,5,Immediate,CIF
2022-03-21 10:15:11.255627814,France,State 1,Concrete Preparation,Transit Mixer,1,93367.82,14.14,80163.14,80163.14,ORD-202203-6701,DEL-191,2,60 Days,FOB
2022-03-21 23:23:58.919459730,Russia,State 1,Concrete Preparation,Concrete Batching Plant,1,212587.84,4.31,203415.22,203415.22,ORD-202203-3131,DEL-597,5,Immediate,FOB
2022-03-22 12:32:46.583291646,China,Sichuan,Recycling Solutions,Washing Plant,2,158605.41,2.44,154743.37,309486.73,ORD-202203-2837,DEL-593,3,Immediate,CIF
2022-03-23 01:41:34.247123562,India,Kerala,Placing Equipment,Separate Placing Boom,2,128876.23,9.61,116494.8,232989.6,ORD-202203-5353,DEL-337,1,90 Days,EXW
2022-03-23 14:50:21.910955478,India,Karnataka,Placing Equipment,Separate Placing Boom,3,118269.16,7.74,109109.8,327329.39,ORD-202203-3322,DEL-880,2,60 Days,DDP
2022-03-24 03:59:09.574787394,Germany,Hesse,Concrete Pumps,Stationary Pump BP350,1,105370.05,3.9,101255.92,101255.92,ORD-202203-1429,DEL-439,1,60 Days,DDP
